,POLICYNO,PLCYDATE,CLM_FREQ5,CLM_AMT5,CLM_AMT,KIDSDRIV,TRAVTIME,CAR_USE,BLUEBOOK,RETAINED,NPOLICY,CAR_TYPE,RED_CAR,REVOLKED,MVR_PTS,CLM_FLAG,AGE,HOMEKIDS,YOJ,INCOME,GENDER,MARRIED,PARENT1,JOBCLASS,MAX_EDUC,HOME_VAL,SAMEHOME,AREA,IN_YY
9045,88015887,10551.0,2,9784,0,0,42,Commercial,43250,1,2,Panel Truck,yes,No,6,No,57,0,13,196889,M,No,No,Professional,Masters,484353,15,Urban,1
9046,88046254,10151.0,0,0,0,0,20,Private,14790,4,2,SUV,no,No,1,No,50,0,10,45620,F,Yes,No,Manager,Bachelors,170796,5,Urban,0
9047,88047173,10044.0,1,1092,2440,0,40,Commercial,11840,1,3,Pickup,yes,No,2,Yes,47,0,11,28808,M,No,No,Student,High School,0,-2147483648,Urban,1
9048,88048061,10149.0,3,2960,2992,0,37,Private,11770,1,3,SUV,no,No,5,Yes,26,3,15,69789,F,Yes,No,Manager,High School,206181,7,Urban,1
9049,88048093,9536.0,2,27414,3392,0,67,Private,10480,6,1,SUV,no,Yes,2,Yes,54,0,12,-2147483648,F,Yes,No,Clerical,High School,200391,8,Urban,0
9050,88059241,9921.0,0,0,0,0,12,Private,10340,1,2,SUV,no,No,0,No,43,0,13,45355,F,Yes,No,Blue Collar,<High School,151271,1,Rural,1
9051,88070385,8671.0,3,1904,5603,0,52,Private,7600,4,1,SUV,yes,No,7,Yes,61,0,13,57095,M,No,No,Blue Collar,<High School,0,6,Urban,0
9052,88072451,10426.0,0,0,0,0,54,Private,11240,9,2,SUV,no,No,0,No,51,0,16,-2147483648,F,Yes,No,Clerical,<High School,140239,5,Rural,0
9053,88099926,8946.0,0,0,0,0,45,Commercial,6100,14,1,Pickup,yes,No,3,No,46,0,13,30226,M,No,No,Clerical,<High School,114879,5,Rural,0
9054,88101591,10086.0,0,0,0,0,9,Private,4300,11,1,Sedan,no,No,0,No,28,1,0,0,M,No,Yes,Home Maker,High School,0,7,Urban,0
9055,88121262,10366.0,0,0,0,0,21,Private,16330,1,1,SUV,no,No,0,No,44,0,13,95114,F,Yes,No,Manager,Bachelors,289409,9,Urban,1
9056,88135943,9564.0,0,0,3985,1,50,Private,24820,7,2,SUV,no,No,0,Yes,40,3,-2147483648,39753,F,Yes,No,Clerical,High School,181338,13,Urban,0
9057,88145473,9039.0,0,0,0,2,28,Private,18180,3,1,Sedan,no,No,0,No,44,2,16,-2147483648,F,No,Yes,Manager,PhD,296916,15,Urban,0
9058,88146659,9391.0,0,0,0,0,52,Commercial,22400,7,1,SUV,no,No,0,No,47,0,11,72463,F,No,No,Blue Collar,Bachelors,0,9,Rural,0
9059,88154897,10253.0,0,0,0,0,52,Private,11250,4,2,Sedan,no,No,2,No,51,0,7,46502,M,No,No,Professional,Bachelors,148272,14,Urban,0
9060,88158295,8756.0,0,0,0,0,29,Private,25080,1,2,Sedan,no,No,0,No,40,2,12,133776,F,Yes,No,Blue Collar,High School,374317,-2147483648,Urban,1
9061,88167029,9388.0,0,0,0,0,31,Private,19880,10,1,Sedan,no,No,1,No,45,0,12,22721,F,Yes,No,Home Maker,Bachelors,143434,11,Rural,0
9062,88171812,8702.0,0,0,0,0,38,Private,13980,1,1,Sedan,yes,No,0,No,40,0,12,43072,M,Yes,No,Clerical,High School,120442,1,Rural,1
9063,88174219,9680.0,2,8176,3952,0,22,Commercial,19580,1,3,Van,yes,No,6,Yes,45,2,15,135768,M,Yes,No,Unknown,Masters,347575,15,Urban,0
9064,88178355,10249.0,3,1351,4366,0,5,Private,16810,7,3,Sedan,no,No,1,Yes,58,0,14,41712,F,Yes,No,Unknown,Masters,-2147483648,16,Urban,0
9065,88180385,10728.0,0,0,0,0,24,Commercial,17730,9,2,Van,yes,No,4,No,37,0,7,125314,M,No,No,Manager,Bachelors,0,1,Urban,0
9066,88197079,9112.0,0,0,0,0,39,Private,22290,1,4,SUV,no,No,1,No,51,0,11,152462,F,No,No,Manager,Masters,0,14,Urban,1
9067,88205848,9220.0,3,6315,0,2,63,Private,15900,3,3,Sedan,no,No,0,No,60,2,9,8287,F,Yes,No,Home Maker,Bachelors,160005,8,Urban,0
9068,88205986,9397.0,0,0,0,0,65,Private,8980,1,1,Pickup,no,No,0,No,56,0,14,59188,M,No,No,Professional,High School,238256,1,Urban,1
9069,88217444,10437.0,0,0,0,0,13,Commercial,18750,13,1,Van,yes,No,1,No,46,0,14,121133,M,Yes,No,Blue Collar,Bachelors,297340,9,Urban,0
9070,88218454,10550.0,0,0,0,0,32,Private,18820,17,2,Pickup,no,No,1,No,33,4,-2147483648,41583,F,Yes,No,Home Maker,Masters,145551,20,Rural,0
9071,88236878,10286.0,0,0,1257,2,50,Private,12160,7,2,SUV,no,Yes,1,Yes,44,4,14,25536,F,Yes,No,Blue Collar,<High School,178708,6,Urban,0
9072,88272442,10227.0,0,0,5524,0,21,Commercial,24810,6,2,Pickup,no,No,2,Yes,36,0,9,79801,F,No,No,Blue Collar,High School,0,-2147483648,Urban,0
9073,88273207,10316.0,0,0,0,0,61,Private,17190,1,2,SUV,no,Yes,0,No,42,0,0,0,F,Yes,No,Home Maker,High School,104265,-2147483648,Urban,1
9074,88277183,8857.0,0,0,0,0,97,Private,17670,10,2,Sedan,yes,No,0,No,47,0,10,18304,M,Yes,No,Clerical,<High School,99839,4,Urban,0
9075,88282149,10631.0,2,4976,0,0,5,Commercial,38870,1,1,Van,no,No,3,No,36,2,13,135520,F,Yes,No,Blue Collar,Bachelors,336846,9,Urban,1
9076,88295477,8896.0,0,0,0,0,45,Private,6500,10,1,Sports Car,no,No,0,No,50,0,0,0,F,Yes,No,Student,<High School,0,1,Rural,0
9077,88298746,10519.0,0,0,0,0,22,Private,20490,4,1,Sports Car,no,No,0,No,34,1,11,-2147483648,F,No,Yes,Manager,Masters,0,18,Urban,0
9078,88300052,9824.0,0,0,0,0,67,Private,19620,7,1,SUV,no,No,0,No,53,0,7,8791,F,No,No,Home Maker,<High School,117461,1,Rural,0
9079,88307581,8861.0,0,0,0,1,42,Private,16110,7,2,Sports Car,no,No,0,No,43,2,17,23886,F,Yes,No,Clerical,<High School,136125,1,Rural,0
9080,88308779,9086.0,2,5128,0,0,19,Private,7810,1,1,Sedan,no,No,1,No,40,2,14,23095,F,Yes,No,Clerical,<High School,140824,-2147483648,Urban,1
9081,88312562,9492.0,0,0,0,0,65,Commercial,27670,7,1,Panel Truck,no,Yes,1,No,48,0,7,85734,M,No,No,Unknown,PhD,0,14,Urban,0
9082,88325933,9485.0,3,5447,0,0,34,Commercial,22960,7,3,Panel Truck,yes,No,0,No,41,0,9,173557,M,No,No,Unknown,Masters,450715,15,Urban,0
9083,88433963,8873.0,0,0,0,0,28,Private,27820,1,1,Sedan,yes,No,2,No,41,3,12,62943,M,Yes,No,Clerical,High School,229852,1,Urban,1
9084,88454206,10221.0,4,26321,3793,0,18,Commercial,13260,6,1,SUV,no,Yes,4,Yes,46,0,8,36110,F,No,No,Blue Collar,High School,175359,10,Urban,0
9085,88493592,8884.0,0,0,0,0,29,Commercial,22440,4,2,Pickup,no,Yes,0,No,48,0,13,34351,F,No,No,Blue Collar,High School,0,5,Urban,0
9086,88495282,10198.0,0,0,0,0,38,Commercial,17540,6,2,Van,no,No,0,No,56,0,16,8137,M,Yes,No,Student,<High School,111717,6,Urban,0
9087,88508047,8829.0,0,0,0,0,49,Commercial,6500,7,1,Pickup,yes,No,4,No,50,0,10,16625,M,No,No,Student,<High School,0,1,Rural,0
9088,88519270,9283.0,3,30760,0,0,37,Commercial,14770,6,1,Sedan,yes,No,5,No,51,0,14,81743,M,No,No,Blue Collar,Bachelors,0,10,Urban,0
9089,88533915,8618.0,0,0,0,1,29,Private,21430,7,4,Sedan,no,No,0,No,36,1,12,19217,F,Yes,No,Clerical,<High School,120635,3,Rural,0
9090,88544317,10338.0,2,20134,0,0,33,Private,7240,6,1,SUV,no,Yes,3,No,40,3,9,17372,F,Yes,No,Clerical,High School,107484,1,Urban,0
9091,88552010,9490.0,0,0,0,0,35,Private,5300,4,3,SUV,no,No,0,No,38,3,12,10653,F,No,Yes,Clerical,<High School,0,1,Rural,0
9092,88562154,10326.0,2,5598,0,0,25,Commercial,13060,1,2,SUV,no,No,3,No,54,0,12,61626,F,No,No,Blue Collar,Bachelors,0,10,Urban,1
9093,88567448,10482.0,0,0,3905,1,16,Commercial,28840,6,1,Panel Truck,yes,No,0,Yes,43,2,15,58025,M,Yes,No,Clerical,Bachelors,211109,8,Urban,0
9094,88573023,9306.0,4,9514,0,0,46,Commercial,18560,3,1,Van,no,No,0,No,54,0,13,71579,M,Yes,No,Manager,PhD,257342,13,Urban,0
9095,88582560,9484.0,0,0,4356,1,5,Commercial,28140,4,2,Panel Truck,no,No,0,Yes,60,2,17,52002,M,No,Yes,Unknown,Masters,242854,12,Urban,0
9096,88593099,10423.0,0,0,0,0,22,Private,9440,7,1,SUV,no,No,0,No,41,1,12,38430,F,No,Yes,Lawyer,Masters,0,12,Urban,0
9097,88604760,9037.0,0,0,0,0,48,Commercial,10600,17,2,Pickup,no,No,0,No,44,2,15,-2147483648,F,Yes,No,Blue Collar,<High School,186500,7,Urban,0
9098,88616749,10051.0,2,10794,2705,0,14,Commercial,12470,1,2,Sedan,yes,Yes,4,Yes,33,4,0,0,M,No,Yes,Student,High School,0,5,Urban,1
9099,88617254,10230.0,0,0,3955,0,23,Private,15100,1,4,SUV,no,No,1,Yes,50,0,15,36015,F,Yes,No,Lawyer,Masters,137355,10,Rural,1
9100,88617428,9534.0,0,0,6132,0,15,Commercial,14340,4,2,SUV,no,No,0,Yes,34,1,9,28719,F,No,Yes,Blue Collar,High School,0,7,Urban,0
9101,88626441,8892.0,3,5464,5477,0,35,Commercial,33910,1,1,Panel Truck,no,No,2,Yes,40,0,11,82505,M,No,No,Unknown,Masters,0,13,Urban,0
9102,88627654,8620.0,2,3902,6079,0,60,Private,17790,1,1,Sports Car,no,No,8,Yes,62,0,-2147483648,137666,F,Yes,No,Professional,Masters,-2147483648,15,Urban,1
9103,88630576,10580.0,3,5991,0,0,24,Private,14910,14,2,Sports Car,no,No,5,No,38,2,16,29688,F,Yes,No,Clerical,<High School,131833,1,Urban,0
9104,88652514,9989.0,0,0,0,0,47,Commercial,30700,3,1,Pickup,no,No,0,No,42,0,6,30696,F,Yes,No,Home Maker,Bachelors,99263,-2147483648,Rural,0
9105,88653941,9604.0,0,0,0,0,48,Private,10540,4,4,SUV,no,No,2,No,54,0,14,66955,F,No,No,Professional,Bachelors,241544,10,Urban,0
9106,88658119,10645.0,0,0,2943,0,52,Private,15550,1,1,SUV,no,No,2,Yes,32,2,12,40851,F,No,Yes,Clerical,High School,112094,1,Urban,1
9107,88658607,8921.0,0,0,0,0,27,Private,14230,1,4,Sedan,no,No,0,No,43,2,12,23157,M,Yes,No,Clerical,High School,115249,1,Rural,1
9108,88669695,9056.0,1,7619,5314,0,23,Commercial,18210,1,1,Van,yes,No,3,Yes,52,0,6,115075,M,No,No,Blue Collar,Bachelors,0,1,Urban,1
9109,88677725,10400.0,1,4686,3917,0,53,Private,22810,10,1,Pickup,no,No,10,Yes,19,1,8,37536,F,No,Yes,Professional,Bachelors,0,1,Urban,0
9110,88699806,8690.0,0,0,0,0,45,Private,4900,1,2,Sports Car,no,No,4,No,34,3,13,20299,F,Yes,No,Home Maker,High School,66016,1,Rural,1
9111,88713715,8758.0,2,29233,0,0,9,Commercial,9560,13,2,Pickup,yes,No,5,No,44,0,11,36570,M,No,No,Blue Collar,High School,150122,10,Urban,0
9112,88714105,9780.0,1,26455,0,1,47,Private,15300,4,1,Sedan,no,No,5,No,45,2,14,107663,F,Yes,No,Lawyer,Masters,389586,19,Urban,0
9113,88724433,9126.0,0,0,0,0,68,Commercial,7900,11,1,Pickup,yes,No,0,No,51,0,16,36451,M,Yes,No,Blue Collar,High School,138535,1,Rural,0
9114,88733075,9530.0,0,0,0,0,11,Private,26270,1,3,Sports Car,no,No,6,No,41,2,11,44972,F,Yes,No,Professional,High School,128494,1,Urban,1
9115,88776920,9539.0,2,22419,0,0,27,Commercial,7380,1,1,Pickup,no,Yes,3,No,36,2,14,58839,M,Yes,No,Unknown,Masters,170516,13,Urban,0
9116,88789694,8700.0,0,0,0,0,32,Private,5640,4,2,SUV,no,No,0,No,52,0,11,41408,F,No,No,Clerical,Bachelors,199056,10,Rural,0
9117,88812952,8657.0,2,6685,0,0,32,Private,6200,6,1,Sedan,yes,No,0,No,47,0,12,80232,M,No,No,Doctor,PhD,0,16,Urban,0
9118,88813634,9523.0,1,525,0,0,11,Private,5700,6,3,SUV,no,No,1,No,44,0,11,38988,F,No,No,Home Maker,<High School,152614,1,Urban,0
9119,88828062,9633.0,1,7902,0,1,14,Private,5630,4,1,SUV,no,No,5,No,41,3,13,257,F,No,Yes,Home Maker,<High School,0,1,Rural,0
9120,88837417,9161.0,0,0,0,0,18,Private,17380,3,1,SUV,no,Yes,0,No,57,0,8,106584,F,Yes,No,Lawyer,Masters,297358,-2147483648,Urban,0
9121,88840280,10229.0,0,0,0,0,34,Private,20420,7,2,Sedan,yes,No,0,No,41,2,14,146370,M,Yes,No,Manager,High School,381878,1,Urban,0
9122,88849289,10578.0,2,5065,4546,0,75,Commercial,9240,4,2,Pickup,yes,No,5,Yes,28,0,9,36113,M,No,No,Blue Collar,Bachelors,187871,8,Urban,0
9123,88849428,9756.0,0,0,0,0,17,Private,15610,6,2,SUV,no,No,0,No,52,0,9,89124,F,Yes,No,Doctor,PhD,250040,13,Urban,0
9124,88864935,9326.0,3,8804,0,0,38,Private,23900,6,3,Pickup,no,No,3,No,48,0,10,55934,F,No,No,Professional,Bachelors,-2147483648,7,Urban,0
9125,88905358,10508.0,0,0,0,0,20,Private,27740,4,1,Pickup,no,No,0,No,56,0,12,17546,F,No,No,Home Maker,Bachelors,0,7,Rural,0
9126,88906538,9017.0,0,0,0,0,33,Commercial,28940,4,4,Pickup,no,No,0,No,50,0,11,224408,F,No,No,Unknown,PhD,523039,22,Urban,0
9127,88914244,8664.0,2,4449,0,0,45,Commercial,11700,6,1,Sedan,no,No,0,No,43,0,11,59026,F,No,No,Blue Collar,High School,0,1,Urban,0
9128,88934915,9388.0,0,0,0,0,40,Private,14940,6,2,SUV,no,No,0,No,70,0,14,78170,M,No,No,Manager,PhD,285826,1,Urban,0
9129,88953191,9196.0,2,39058,0,2,19,Private,11940,4,4,Sedan,yes,No,6,No,42,3,12,62386,M,Yes,No,Professional,Bachelors,202871,9,Urban,0
9130,88971344,10646.0,1,3719,5571,1,32,Commercial,21510,14,1,Van,no,No,0,Yes,36,4,13,31259,M,Yes,No,Blue Collar,<High School,145148,8,Urban,0
9131,88978080,10123.0,1,3893,4703,0,39,Commercial,15180,4,2,SUV,no,No,0,Yes,39,0,8,48490,F,No,No,Blue Collar,Bachelors,195777,9,Urban,0
9132,88994718,10080.0,0,0,1467,0,60,Private,21340,1,1,Sedan,no,No,1,Yes,48,0,14,82885,M,No,No,Manager,Bachelors,0,13,Urban,1
9133,89006731,9570.0,0,0,3968,0,25,Private,17890,6,2,Van,no,No,0,Yes,47,0,0,0,M,No,No,Student,<High School,0,5,Urban,0
9134,89006985,9618.0,0,0,0,0,41,Private,10250,3,3,SUV,no,No,2,No,47,0,13,166359,F,Yes,No,Doctor,PhD,386052,17,Urban,0
9135,89009004,9365.0,0,0,0,0,39,Private,14630,4,1,Sedan,no,No,2,No,48,0,13,90971,M,No,No,Doctor,PhD,-2147483648,16,Urban,0
9136,89022810,9484.0,0,0,0,1,34,Commercial,21600,1,1,Sedan,no,No,1,No,42,2,12,38504,M,Yes,No,Blue Collar,High School,172963,5,Urban,1
9137,89055131,9137.0,2,1320,2627,0,31,Private,7900,4,4,SUV,no,No,10,Yes,26,0,9,24722,F,No,No,Clerical,<High School,0,4,Urban,0
9138,89065907,9909.0,0,0,1100,0,27,Commercial,4790,11,1,Pickup,yes,No,3,Yes,55,0,13,32880,M,Yes,No,Blue Collar,<High School,197778,1,Urban,0
9139,89083522,10375.0,1,7191,22352,0,47,Private,13000,6,1,SUV,yes,No,0,Yes,22,2,0,0,F,Yes,No,Home Maker,PhD,0,11,Urban,0
9140,89093721,9757.0,0,0,18392,0,29,Private,5700,1,2,Sports Car,no,No,2,Yes,42,2,17,54427,F,No,Yes,Manager,Bachelors,0,7,Urban,1
9141,89095071,9297.0,2,4159,0,0,14,Commercial,32250,10,2,Panel Truck,yes,No,3,No,48,0,12,98735,M,Yes,No,Unknown,Masters,304410,-2147483648,Urban,0
9142,89097163,10044.0,0,0,0,0,39,Commercial,14230,1,4,Sedan,yes,No,0,No,38,0,-2147483648,3136,M,No,No,Student,<High School,0,8,Urban,1
9143,89103868,10490.0,0,0,0,0,40,Commercial,4500,7,1,Pickup,yes,No,2,No,30,2,14,110913,M,Yes,No,Blue Collar,Bachelors,305472,11,Urban,0
9144,89119782,9866.0,0,0,0,0,51,Private,22500,1,2,Sedan,no,No,1,No,56,0,13,102385,F,Yes,No,Blue Collar,Bachelors,254408,10,Rural,1
9145,89120970,9939.0,0,0,0,0,13,Private,29950,1,4,Sedan,yes,No,0,No,42,1,11,200928,M,Yes,No,Manager,PhD,513817,-2147483648,Urban,1
9146,89124781,10105.0,0,0,3096,0,49,Private,6130,9,2,SUV,no,No,0,Yes,30,3,0,0,F,No,Yes,Home Maker,<High School,0,1,Rural,0
9147,89125679,8897.0,0,0,0,0,46,Private,7310,10,3,Pickup,yes,No,1,No,55,0,10,3083,M,Yes,No,Manager,Masters,64682,10,Urban,0
9148,89163505,8554.0,0,0,0,0,39,Private,21890,4,1,Sedan,yes,No,0,No,41,0,-2147483648,119109,M,No,No,Lawyer,Masters,0,18,Rural,0
9149,89166724,9080.0,1,7537,0,0,51,Private,28640,1,1,Sports Car,no,No,0,No,44,2,15,85472,F,No,Yes,Manager,Bachelors,310143,9,Urban,1
9150,89177139,9815.0,0,0,0,2,49,Commercial,7970,6,3,SUV,no,No,1,No,39,2,11,25687,F,Yes,No,Blue Collar,High School,106801,1,Rural,0
9151,89178192,9831.0,0,0,0,0,29,Private,14130,4,1,Sedan,no,No,2,No,40,0,7,120419,M,Yes,No,Lawyer,Masters,341539,11,Urban,0
9152,89180842,8530.0,2,36622,0,0,5,Private,8400,4,3,Sports Car,yes,No,8,No,68,0,15,45033,M,Yes,No,Student,High School,0,-2147483648,Rural,0
9153,89183433,9833.0,0,0,0,0,9,Commercial,12080,1,2,Pickup,yes,No,2,No,48,0,8,-2147483648,M,No,No,Unknown,PhD,217532,16,Urban,0
9154,89217954,10290.0,3,6032,5937,0,43,Private,13190,6,2,SUV,no,No,2,Yes,36,0,11,104424,F,No,No,Manager,Masters,-2147483648,12,Urban,0
9155,89240641,9353.0,2,922,0,0,5,Commercial,19410,3,1,Van,yes,No,4,No,33,1,12,45808,M,Yes,No,Unknown,Masters,130901,-2147483648,Urban,0
9156,89271582,9422.0,0,0,0,2,6,Private,15620,10,1,Sedan,yes,No,0,No,42,2,11,114277,M,Yes,No,Lawyer,Masters,307203,14,Urban,0
9157,89273812,10538.0,0,0,0,0,55,Private,16840,9,2,Van,yes,No,1,No,48,0,6,105356,M,Yes,No,Professional,Bachelors,-2147483648,8,Urban,0
9158,89294444,10602.0,0,0,0,0,16,Private,12460,4,1,SUV,no,No,2,No,50,0,0,0,F,No,No,Home Maker,High School,56441,1,Urban,0
9159,89298916,10400.0,1,6292,0,0,42,Commercial,22940,7,2,Panel Truck,yes,No,2,No,45,0,9,96599,M,Yes,No,Professional,Bachelors,306391,-2147483648,Urban,0
9160,89304591,9472.0,3,6091,0,0,28,Private,21160,16,1,SUV,no,No,3,No,29,2,12,109719,F,No,Yes,Manager,Masters,0,16,Urban,0
9161,89324005,8726.0,0,0,0,0,29,Commercial,14760,11,1,SUV,no,No,1,No,49,0,12,68593,F,Yes,No,Blue Collar,High School,224750,1,Rural,0
9162,89326292,9158.0,0,0,0,0,6,Private,13140,10,1,Sedan,no,No,0,No,49,0,-2147483648,67359,M,No,No,Lawyer,Masters,234148,12,Urban,0
9163,89339167,9875.0,2,7795,8362,0,38,Commercial,4980,4,2,Pickup,no,No,7,Yes,57,0,13,26634,M,Yes,No,Clerical,High School,167976,9,Urban,0
9164,89344916,9033.0,0,0,0,0,46,Private,15110,4,3,Sedan,yes,No,0,No,47,0,12,136130,M,No,No,Doctor,PhD,0,16,Urban,0
9165,89364406,8866.0,0,0,0,0,48,Private,20570,6,1,SUV,no,No,3,No,27,1,0,0,F,Yes,No,Home Maker,Bachelors,91135,9,Rural,0
9166,89373791,8740.0,3,2781,262,0,18,Private,5400,1,1,SUV,no,No,0,Yes,39,4,12,-2147483648,F,Yes,No,Student,High School,0,-2147483648,Urban,0
9167,89374127,9958.0,3,935,0,0,49,Commercial,14760,3,2,Sedan,yes,No,3,No,51,0,16,24119,M,Yes,No,Blue Collar,High School,123904,10,Urban,0
9168,89381299,10018.0,2,1717,0,0,5,Private,7030,1,1,Pickup,yes,No,0,No,33,3,10,22343,M,Yes,No,Clerical,Bachelors,-2147483648,9,Urban,1
9169,89382096,10608.0,3,37642,12588,0,47,Private,18880,4,1,SUV,no,Yes,6,Yes,44,3,17,35066,F,No,Yes,Clerical,High School,0,1,Urban,0
9170,89394132,9260.0,3,5334,0,0,24,Private,6100,1,1,Sedan,yes,No,5,No,46,0,11,57209,M,Yes,No,Lawyer,Masters,214461,18,Urban,1
9171,89401066,9019.0,0,0,629,0,53,Private,17260,13,2,SUV,no,No,1,Yes,44,2,17,66200,F,No,Yes,Manager,Bachelors,223960,9,Urban,0
9172,89415578,8855.0,0,0,0,0,39,Commercial,37670,10,1,Sedan,no,No,0,No,55,0,11,127755,F,Yes,No,Blue Collar,Bachelors,354569,10,Urban,0
9173,89422943,10304.0,2,27632,0,0,25,Private,13460,6,2,Sports Car,no,No,8,No,41,0,12,23327,F,No,No,Home Maker,Bachelors,147099,11,Urban,0
9174,89426497,9691.0,2,28174,5771,0,38,Private,10130,7,2,Pickup,no,Yes,7,Yes,30,2,10,34586,M,No,Yes,Clerical,High School,0,-2147483648,Urban,0
9175,89430043,9407.0,2,34646,0,0,50,Commercial,35240,6,1,Panel Truck,yes,Yes,4,No,43,0,9,101805,M,No,No,Professional,Bachelors,0,14,Urban,0
9176,89431080,10369.0,0,0,5255,0,39,Private,4300,7,1,Sports Car,no,No,0,Yes,28,3,0,0,F,No,Yes,Student,High School,0,6,Urban,0
9177,89450220,10250.0,0,0,0,0,43,Private,15890,1,3,Sedan,no,No,0,No,50,0,12,134293,M,Yes,No,Lawyer,Masters,351880,23,Urban,1
9178,89459708,9386.0,0,0,4760,0,9,Private,8140,1,1,SUV,no,Yes,0,Yes,35,3,15,31407,F,No,Yes,Clerical,<High School,119496,-2147483648,Urban,1
9179,89469198,10199.0,0,0,839,0,43,Private,40520,4,1,SUV,no,No,4,Yes,57,3,12,118155,F,No,Yes,Blue Collar,<High School,0,6,Urban,0
9180,89475997,10728.0,2,5274,0,0,35,Private,18460,10,1,SUV,no,No,10,No,41,0,13,42206,F,No,No,Lawyer,Masters,0,18,Urban,0
9181,89477013,10590.0,5,5762,0,0,17,Private,9910,10,1,Sports Car,no,No,6,No,45,3,15,39055,F,Yes,No,Manager,High School,133294,1,Urban,0
9182,89484568,8707.0,0,0,0,0,17,Private,8780,6,2,Sedan,no,No,2,No,46,0,13,57323,F,No,No,Professional,Bachelors,0,6,Urban,0
9183,89505922,9191.0,3,33864,0,0,32,Commercial,11620,6,2,Sedan,no,No,5,No,51,0,9,50166,M,No,No,Blue Collar,High School,187297,1,Urban,0
9184,89507913,10240.0,0,0,0,0,46,Commercial,17860,6,4,Van,no,No,2,No,45,1,11,73543,M,Yes,No,Unknown,Masters,225263,12,Urban,0
9185,89513191,10208.0,0,0,0,0,59,Private,12770,6,1,SUV,no,Yes,0,No,51,0,9,112674,F,Yes,No,Blue Collar,Bachelors,312871,9,Rural,0
9186,89515352,8649.0,1,26749,0,0,28,Private,17000,7,2,Van,yes,Yes,4,No,58,0,13,34136,M,Yes,No,Blue Collar,<High School,163417,1,Urban,0
9187,89515700,10615.0,3,2059,0,0,31,Commercial,7200,4,1,Pickup,no,No,2,No,57,0,0,-2147483648,M,Yes,No,Unknown,PhD,472122,15,Urban,0
9188,89515970,8920.0,0,0,0,0,35,Private,15550,6,2,SUV,no,Yes,0,No,50,0,13,36504,F,No,No,Blue Collar,<High School,209726,3,Urban,0
9189,89523765,9363.0,3,7236,4719,0,19,Private,6800,4,3,Sports Car,no,No,4,Yes,53,0,0,-2147483648,F,Yes,No,Home Maker,PhD,72115,19,Urban,0
9190,89525799,9683.0,4,7337,0,0,38,Commercial,27400,6,2,Panel Truck,no,No,5,No,52,0,14,78271,M,No,No,Unknown,PhD,274598,13,Urban,0
9191,89533526,10369.0,0,0,0,0,36,Private,8750,4,1,Sports Car,no,No,3,No,64,0,0,0,F,No,No,Student,High School,0,9,Rural,0
9192,89543709,9348.0,0,0,0,0,47,Private,7410,4,3,Sports Car,no,No,3,No,48,0,10,11067,F,No,No,Student,<High School,0,7,Rural,0
9193,89547696,9147.0,0,0,0,1,30,Private,9160,6,1,SUV,no,Yes,0,No,41,3,16,5316,F,Yes,No,Home Maker,Bachelors,62643,8,Urban,0
9194,89557367,10475.0,0,0,0,0,40,Commercial,22330,3,2,Van,yes,No,2,No,32,0,12,14846,M,No,No,Clerical,<High School,0,1,Rural,0
9195,89572107,9708.0,0,0,0,0,32,Private,19860,1,1,Sedan,no,No,0,No,47,0,0,0,F,No,No,Home Maker,PhD,0,10,Rural,1
9196,89572299,10007.0,0,0,0,0,24,Private,13140,4,2,Pickup,no,No,2,No,29,2,13,75468,F,No,Yes,Professional,Bachelors,0,10,Urban,0
9197,89574030,8665.0,0,0,0,0,33,Commercial,12020,20,2,Pickup,yes,No,1,No,50,0,8,55172,M,Yes,No,Blue Collar,Bachelors,176835,16,Urban,0
9198,89578152,8940.0,0,0,0,0,28,Private,8280,1,1,Pickup,yes,No,0,No,51,0,15,16750,M,Yes,No,Clerical,<High School,142254,1,Rural,1
9199,89579716,9996.0,0,0,0,0,37,Private,23930,10,1,SUV,no,No,0,No,65,0,11,131548,F,Yes,No,Professional,High School,379682,1,Rural,0
9200,89595592,9586.0,3,47097,2933,0,50,Private,14580,1,1,Sports Car,no,Yes,0,Yes,53,0,13,117470,F,Yes,No,Manager,Masters,357727,18,Urban,1
9201,89597466,9598.0,0,0,0,2,5,Private,6710,6,2,SUV,no,No,0,No,40,3,13,-2147483648,F,Yes,No,Student,High School,0,1,Rural,0
9202,89606245,9187.0,2,4285,0,0,21,Private,10220,7,1,SUV,no,No,3,No,55,0,12,32227,F,Yes,No,Lawyer,Masters,134375,14,Urban,0
9203,89633245,9975.0,0,0,0,0,35,Commercial,29550,1,2,Panel Truck,yes,No,1,No,49,0,-2147483648,94283,M,Yes,No,Unknown,Masters,270384,19,Rural,0
9204,89635155,9012.0,0,0,0,0,40,Private,9340,1,2,Sedan,yes,No,1,No,51,0,13,27450,M,Yes,No,Clerical,High School,115618,1,Rural,1
9205,89647374,9087.0,3,6713,1497,0,29,Commercial,20040,1,1,Van,yes,No,7,Yes,57,0,11,128441,M,Yes,No,Unknown,PhD,374931,14,Urban,0
9206,89649831,8676.0,1,6164,4530,2,18,Commercial,11100,1,1,Sedan,no,No,7,Yes,56,3,16,55380,M,No,Yes,Blue Collar,High School,0,1,Urban,1
9207,89676951,10381.0,0,0,0,0,20,Commercial,19930,3,1,Pickup,no,No,2,No,52,0,10,-2147483648,F,Yes,No,Professional,Bachelors,180747,13,Urban,0
